Fecha|Hora|Seccion|Titulo|Descripcion|Autor|link|hora_extraida|transformacion_datetime
29/07/2024|22:44|Cual|Descubre el alimento con alto índice de proteínas y cómo ayuda a ganar masa muscular: no es la carne, ni el pescado|Se trata de una fruta deshidratada que pocos consumen y, que al mismo tiempo, desconocen su valor nutricional.|Redacción EC|/respuestas/cual/el-alimento-que-podria-reemplazar-a-la-carne-por-estar-lleno-de-proteinas-y-ayuda-a-la-masa-muscular-ciruela-pasa-tdpe-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:43|Cual|Su fuerza aérea lo hace uno de los países de Latinoamérica más potentes, aún así no alcanza a entrar al top 10|Descubre al país sudamericano que cuenta con el mayor poder aéreo debido a su moderna flota de aviones.|Redacción EC|/respuestas/cual/su-fuerza-aerea-lo-hace-uno-de-los-paises-de-latinoamerica-mas-potentes-por-encima-de-chile-pero-no-le-alcanza-para-entrar-al-top-10-tdpe-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:42|Venezuela|¿A cuánto está el dólar en Venezuela tras el anuncio del ganador de las Elecciones presidenciales 2024?|¿Cómo ha reaccionado el valor de este tipo de moneda frente a este escenario político en Venezuela? En la siguiente nota te contaremos todo lo qu...|Redacción EC|/respuestas/venezuela/a-cuanto-esta-el-dolar-en-venezuela-tras-el-anuncio-del-ganador-de-las-elecciones-presidenciales-2024-nicolas-maduro-dolartoday-tdpe-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:41|Venezuela|María Corina Machado dice que tienen el 73% de las actas: “Tenemos cómo probar la verdad de lo que pasó en Venezuela”|Machado aseguró que tienen cómo “probar la verdad” de la victoria de la oposición en las elecciones presidenciales y convocó a sus seguidores a u...|Agencia EFE|/mundo/venezuela/elecciones-en-venezuela-maria-corina-machado-dice-que-la-oposicion-tiene-las-pruebas-de-su-victoria-ante-nicolas-maduro-edmundo-gonzalez-urrutia-cne-elvis-amoroso-actas-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:40|Historias|Mujeres del bicentenario: un libro para conocer a 60 peruanas protagonistas de la historia del Perú|La periodista y escritora Teresina Muñoz-Nájar ha perfilado a sesenta mujeres peruanas que, con mayor o menor reconocimiento, marcaron el rumbo d...|Jorge Chávez Noriega|/somos/historias/fiestas-patrias-mujeres-del-bicentenario-un-libro-para-conocer-a-60-peruanas-protagonistas-de-la-historia-del-peru-28-de-julio-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:30|Restaurantes|Flama y la tradición napolitana: ¿es esta la mejor pizza del Perú?|La pizzería miraflorina sigue a la letra la tradición napolitana, reconocida como patrimonio inmaterial de la humanidad, y es la única peruana en...|Marilia Pastor|/provecho/restaurantes/pizzeria-flama-y-la-tradicion-napolitana-es-esta-la-mejor-pizza-del-peru-miraflores-pastas-comida-italiana-cocina-napolitana-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:28|Venezuela|"Venezuela EN VIVO | Al menos un muerto y 46 detenidos en las protestas contra el fraude de Maduro"|El primer fallecido se registró en el estado Yaracuy (noroeste), según la ONG Foro Penal, especializada en la defensa de presos políticos. Alfred...|Agencia AFP|/mundo/venezuela/venezuela-protestas-en-vivo-nicolas-maduro-opositores-se-manifiestan-en-caracas-contra-el-fraude-electoral-petare-edmundo-gonzalez-urrutia-maria-corina-machado-cne-elvia-amoroso-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:25|Política|Dina Boluarte: Vacíos, principales anuncios y el factor Nicanor en el mensaje a la Nación |La presidenta Dina Boluarte leyó un discurso de cinco horas ante el pleno del Congreso. Especialistas calificaron el mensaje de “extremadamente l...|Thalía Cadenas|/politica/dina-boluarte-vacios-principales-anuncios-y-la-presencia-nicanor-en-el-mensaje-a-la-nacion-por-fiestas-patrias-discurso-28-de-julio-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:23|Actualidad|Diplomáticos venezolanos deberán abandonar el Perú en plazo no mayor de 72 horas, anuncia Cancillería peruana|Canciller instruye que se comunique a funcionarios de Venezuela que abandonen el país tras “graves y arbitrarias decisiones tomadas por el régime...|Redacción EC|/politica/actualidad/nicolas-maduro-diplomaticos-venezolanos-deberan-abandonar-el-peru-en-plazo-no-mayor-de-72-horas-anuncia-cancilleriachavismo-elecciones-cancilleria-ultimas-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:19|Venezuela|Chile considera “vergonzoso” expulsión de su personal diplomático de Venezuela|“La decisión (del Gobierno venezolano) es preocupante por muchas razones. Es un síntoma más de la delicada situación que se está viviendo en ese ...|Agencia EFE|/mundo/venezuela/elecciones-venezuela-2024-chile-considera-vergonzoso-expulsion-de-su-personal-diplomatico-de-caracas-carolina-toha-nicolas-maduro-gabriel-boric-edmundo-gonzalez-urrutia-maria-corina-machado-pud-cne-ultimas-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:18|Actualidad|El CAL cuestiona a Dina Boluarte por no abordar la mejora de la administración de justicia|El Colegio de Abogados de Lima planteó a la presidenta Dina Boluarte a convocar a un Consejo de Estado para diseñar y ejecutar una verdadera refo...|Redacción EC|/politica/actualidad/dina-boluarte-cal-cuestiona-a-presidenta-por-no-abordar-en-su-mensaje-a-la-nacion-la-mejora-de-la-administracion-de-justicia-congreso-cal-reforma-judicial-ultimas-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|22:00|Inteligencia Artificial|OpenAI lanza SearchGPT: todo sobre el nuevo buscador que reta a Google y cómo funciona|El objetivo de SearchGPT es dar respuestas rápidas, mostrando de dónde viene la información y enlazando a fuentes importantes|Redacción EC|/tecnologia/inteligencia-artificial/openai-lanza-searchgpt-todo-sobre-el-nuevo-buscador-que-reta-a-google-y-como-funciona-noticia/|22|2024-07-30 00:16:03.069087
29/07/2024|21:59|Qué|Cronograma Banco de la Nación 2024: qué grupo de jubilados cobran la primera semana de agosto|Por octavo mes consecutivo en 2024, miles de pensionistas a nivel nacional tendrán disponible en cuenta bancaria el monto respectivo por sus años...|Redacción EC|/respuestas/que/cronograma-banco-de-la-nacion-que-grupo-de-jubilados-cobran-la-primera-semana-de-agosto-19990-pensionistas-onp-tdpe-noticia/|21|2024-07-30 00:16:03.069087
29/07/2024|21:59|Fútbol mundial|Partidos de hoy, martes 30 de julio: Horarios y canales para fútbol EN VIVO|Partidos de hoy, martes 30 de julio - Guia TV y streaming: revisa la programación completa de todos los partidos que se juegan hoy. Encuentra aqu...|Redacción EC|/deporte-total/futbol-mundial/partidos-de-hoy-30072024-martes-30-de-julio-futbol-en-vivo-horarios-canales-y-donde-ver-programacion-resultados-apuestas-pronosticos-noticia/|21|2024-07-30 00:16:03.069087
29/07/2024|21:56|Deportes|Erick Osores sobre gol de Jairo Concha en clásico peruano: “Gustavo Dulanto influye” |El gol de Jairo Concha en el triunfo de Universitario de Deportes sobre Alianza Lima generó el debate en ‘Fútbol en América’ por una supuesta inf...||/videos/deportes/erick-osores-sobre-gol-de-jairo-concha-ante-alianza-lima-gustavo-dulanto-influye-universitario-nnav-video-amtv-noticia/|21|2024-07-30 00:16:03.069087
29/07/2024|21:54|Venezuela|Biden hablará con Lula el martes en plena crisis sobre el resultado electoral en Venezuela|Estados Unidos afirmó que el anuncio de los resultados de las elecciones en Venezuela no tuvo credibilidad e hizo un llamado a las autoridades lo...|Agencia EFE|/mundo/venezuela/elecciones-venezuela-2024-joe-biden-hablara-con-lula-da-silva-el-martes-en-plena-crisis-sobre-el-resultado-electoral-estados-unidos-brasil-nicolas-maduro-edmundo-gonzalez-urrutia-cne-pud-maria-corina-machado-ultimas-noticia/|21|2024-07-30 00:16:03.069087
29/07/2024|21:52|Qué|En caso elimine mi cuenta de Yape: ¿qué pasa con el saldo que tenía?|Tu dinero disponible en la billetera digital creada por BCP, podría estar afecto a ciertos inconvenientes tras suprimirla por completo, sin embar...|Redacción EC|/respuestas/que/si-decido-eliminar-mi-cuenta-de-yape-que-pasa-con-el-saldo-que-tenia-tdpe-noticia/|21|2024-07-30 00:16:03.069087
29/07/2024|21:51|Cual|Esta es la avenida más ancha del mundo: se ubica en Sudamérica y mide 140 metros de vereda a vereda|Esta importante vía alberga monumentos y lugares históricos a largo de su recorrido. |Redacción EC|/respuestas/cual/la-avenida-mas-ancha-del-mundo-esta-en-sudamerica-y-mide-140-metros-de-vereda-a-vereda-argentina-tdpe-noticia/|21|2024-07-30 00:16:03.069087
29/07/2024|21:38|Qué|¿Qué dijo Dina Boluarte sobre el aumento en la remuneración para las Fuerzas Armadas y PNP?|¿Qué dijo exactamente sobre el esperado aumento en la remuneración para las Fuerzas Armadas y PNP? En la siguiente nota responderemos esta y otra...|Redacción EC|/respuestas/que/que-dijo-dina-boluarte-sobre-el-aumento-en-la-remuneracion-para-las-fuerzas-armadas-y-pnp-tdpe-noticia/|21|2024-07-30 00:16:03.069087
